TX,TY,TZ,rot
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
1200,-950,1200,0
